0	1
1	2
2	0
3	1
4	0
5	0
6	0
7	0
8	0
7	0
9	1
1	7
10	0
11	0
4	5
12	1
13	0
13	0
0	0
14	0
4	11
15	11
16	5
5	12
17	11
1	0
2	0
4	0
18	11
19	0
20	5
1	0
21	5
17	7
4	0
17	1
22	21
9	7
23	2
24	7
17	12
4	9
25	21
2	0
2	11
26	7
27	0
28	0
29	2
17	7
30	0
0	0
2	5
31	9
2	16
5	0
29	0
32	1
7	9
33	11
25	0
29	0
2	12
26	0
4	11
5	11
9	21
5	0
2	18
21	0
7	11
7	9
34	21
35	0
1	21
9	1
29	0
36	0
37	17
17	11
38	36
39	11
40	9
41	0
7	1
42	1
43	1
44	11
45	12
29	12
46	0
9	0
31	4
4	11
0	0
47	0
9	9
48	30
26	0
49	0
2	11
50	2
17	1
51	12
7	12
52	15
53	0
54	29
21	25
1	7
55	12
56	0
26	11
0	30
51	7
4	39
21	1
0	0
57	33
58	11
31	0
59	0
60	7
5	12
61	13
7	16
55	7
62	13
63	18
64	2
51	35
4	0
65	0
5	0
46	15
66	0
67	7
68	11
69	0
70	1
9	0
71	12
72	12
73	1
74	11
16	11
75	12
25	12
76	0
77	7
78	12
68	22
41	63
79	7
80	0
4	12
2	21
8	79
81	12
82	63
83	7
46	9
84	0
85	0
86	0
87	12
52	0
88	16
2	80
0	0
89	11
1	2
90	83
5	82
70	0
91	0
75	80
31	36
92	0
36	0
26	11
93	55
94	1
2	0
95	86
12	12
35	12
82	0
96	50
42	33
97	1
1	0
79	10
63	7
84	0
90	12
26	0
98	50
99	36
100	72
1	81
101	73
12	12
33	11
102	27
4	0
94	35
73	0
9	87
103	11
104	47
105	24
106	0
107	0
108	88
1	0
17	1
109	6
73	21
110	12
111	12
112	73
113	83
9	0
114	60
115	1
116	18
28	9
42	7
9	0
17	1
76	19
4	10
52	35
11	83
1	0
53	11
117	11
118	0
119	11
35	14
1	11
120	11
0	13
121	2
122	35
23	80
31	0
123	1
91	111
124	81
125	2
25	1
121	11
45	1
126	11
127	0
128	81
30	12
5	57
4	50
129	36
130	1
131	7
132	0
133	9
134	12
135	72
136	0
137	0
93	54
138	80
1	116
29	69
139	11
4	78
12	36
140	40
14	21
141	36
142	19
9	50
143	47
144	1
46	12
145	7
51	12
138	44
146	1
147	63
9	7
5	11
15	47
148	0
51	80
149	5
4	12
0	7
150	12
151	13
75	12
152	83
153	1
76	12
154	11
155	107
156	33
1	0
157	11
14	0
158	142
94	25
109	2
159	0
160	12
158	12
62	0
161	1
162	87
163	0
164	161
55	0
165	0
166	132
167	55
0	36
168	0
169	83
170	60
171	9
166	0
11	0
172	1
173	50
128	9
174	11
13	66
175	9
176	83
177	0
178	12
5	19
179	33
180	7
42	2
181	1
182	11
172	0
183	11
184	45
35	72
86	12
94	35
49	0
12	16
185	0
186	43
97	44
45	21
187	98
23	0
188	11
189	81
52	9
10	111
30	11
69	36
190	73
191	0
192	0
166	0
2	54
141	12
23	0
193	44
194	29
123	0
44	1
195	0
146	66
196	12
197	118
145	82
9	181
83	17
1	43
198	165
21	1
199	15
200	21
19	142
200	0
0	13
201	9
202	194
203	45
204	72
129	17
205	103
206	72
30	9
115	1
91	11
157	0
128	130
207	11
208	0
209	111
85	16
210	1
165	11
211	63
212	0
132	35
209	11
213	1
44	97
214	0
215	0
123	81
121	0
216	9
217	7
1	5
44	0
51	56
7	22
204	89
218	12
219	11
220	12
221	12
222	0
223	12
224	50
25	11
225	146
135	63
226	47
9	11
227	158
1	46
147	7
111	0
1	0
37	35
228	45
229	80
41	1
42	0
230	0
231	12
4	0
232	107
141	5
132	2
36	0
2	0
233	1
107	12
234	211
166	158
235	47
68	12
163	44
80	7
53	12
236	0
237	226
238	15
107	86
239	195
240	109
140	0
103	0
141	0
32	45
241	12
242	7
87	208
243	82
134	73
244	11
245	19
26	55
246	1
247	20
248	2
142	12
249	81
250	12
251	0
252	0
150	47
253	0
21	7
254	35
255	234
41	0
256	124
257	217
31	47
216	1
36	0
258	142
259	73
35	11
260	186
261	0
262	0
31	175
30	11
263	15
166	253
264	184
265	81
266	206
267	0
268	36
209	9
16	8
269	86
209	8
36	6
270	0
271	0
272	11
273	120
165	18
274	69
1	0
45	0
275	19
212	86
276	7
277	218
278	50
279	0
280	40
142	9
5	224
117	12
144	107
29	0
86	93
281	11
282	1
283	72
141	2
216	158
284	72
285	0
97	13
286	9
287	9
288	1
16	0
289	19
12	13
21	234
290	248
291	0
0	11
292	0
2	36
129	12
9	11
1	7
293	1
162	69
26	83
294	80
295	11
296	11
181	184
209	201
297	0
298	0
299	216
300	278
301	288
41	0
11	104
302	11
99	12
303	29
304	194
305	11
55	11
306	16
7	68
307	12
204	0
26	12
308	12
5	246
309	103
310	254
7	155
311	0
211	11
312	248
209	24
313	211
314	27
315	11
316	12
317	253
86	9
318	0
319	304
320	265
321	124
37	72
321	36
264	0
1	83
322	214
323	226
324	226
98	0
117	218
325	35
274	0
74	12
326	294
327	0
328	9
278	7
329	11
140	0
326	12
330	88
331	43
295	0
332	9
125	0
218	251
333	69
334	322
33	11
335	323
336	9
337	14
78	47
338	1
216	12
339	0
340	0
339	0
341	164
342	7
343	12
51	186
30	1
90	73
9	86
295	0
54	156
344	0
345	47
346	293
109	30
209	86
45	24
187	20
347	23
348	7
1	0
349	288
215	163
9	7
350	186
46	0
351	231
352	11
30	36
353	17
132	83
272	9
354	11
0	23
9	0
355	12
122	1
25	11
139	0
10	141
5	1
16	0
356	2
357	251
178	5
358	0
27	12
9	7
359	35
294	80
30	111
360	19
51	0
257	59
361	129
300	98
248	0
362	0
363	11
364	12
304	11
365	1
104	0
270	11
366	12
367	12
256	359
51	25
26	7
368	0
99	11
369	2
370	12
37	11
371	0
7	47
372	0
373	55
374	11
24	1
375	7
9	288
376	244
7	12
377	60
378	2
379	12
380	35
232	12
129	344
123	9
381	83
122	0
148	21
87	12
54	33
10	11
318	87
382	104
383	11
52	13
384	0
385	11
9	0
386	0
99	93
387	1
132	155
388	256
389	194
35	81
390	11
391	300
392	18
9	73
21	11
33	0
21	12
165	134
0	11
393	21
204	195
99	12
10	80
394	263
395	0
396	3
37	327
205	0
54	85
397	299
301	13
398	184
399	5
400	0
401	11
10	2
402	11
361	350
86	381
403	21
404	143
405	23
406	55
117	73
109	5
104	54
10	12
26	315
37	402
407	200
408	80
2	104
409	9
410	47
2	190
41	195
2	0
58	134
26	0
112	15
2	11
411	254
412	104
413	0
414	97
415	226
416	1
391	0
417	25
418	395
419	296
420	245
421	11
192	322
53	60
16	47
422	146
8	0
423	192
424	7
7	11
101	388
204	11
190	103
296	12
30	12
425	0
23	263
364	1
137	0
426	46
427	245
21	5
388	83
428	217
173	162
21	47
154	1
16	111
429	11
430	73
30	23
37	7
431	7
4	72
432	47
433	21
111	344
434	406
435	0
231	12
436	72
437	9
31	17
33	12
438	0
439	1
9	104
7	16
440	0
441	20
442	0
281	0
443	86
444	12
445	86
115	1
446	402
21	2
140	11
51	338
447	83
150	12
448	266
449	82
254	254
450	256
26	436
451	143
452	294
453	7
344	0
454	338
455	121
9	7
456	232
457	28
458	9
281	142
310	1
459	146
242	103
0	12
9	11
1	449
460	19
461	359
462	11
463	206
464	82
465	209
280	38
466	16
467	12
468	11
469	409
470	15
471	47
472	2
128	439
473	7
31	21
294	0
474	0
13	1
475	13
5	11
476	9
340	0
148	2
477	256
478	82
349	294
84	12
162	175
310	16
479	256
480	396
481	0
482	7
0	0
483	45
484	0
485	223
486	44
145	1
487	2
488	226
346	1
479	2
489	189
46	5
70	6
490	0
491	68
492	0
103	88
104	359
493	0
0	455
494	7
495	116
496	11
497	60
498	9
499	0
